	z_coordinate_0	z_coordinate_1
541	-2.1780965	4.388914
542	-4.972488	-0.012279421
543	-4.2084675	3.314447
544	-3.1451812	3.1624725
545	0.3259539	3.9233751
546	-1.9468306	6.162101
547	-9.871706	-2.2490704
548	2.7488675	4.77451
549	-4.182697	4.152365
550	-2.2601862	6.7832165
551	-1.8287803	2.1837232
552	-5.413704	-0.48830226
553	0.13388331	2.1206713
554	-2.0380714	0.594667
555	-2.5758402	3.2647855
556	-8.263957	0.21750638
557	-2.536138	4.1103945
558	-6.7098985	-0.054498762
559	-2.1282876	0.7063118
560	-3.1368785	-1.4409809
561	-4.5194244	0.69452226
562	-1.9321189	4.4121957
563	-1.4723781	0.72256494
564	-8.22412	0.69673526
565	0.8417283	1.9929161
566	-4.3176427	2.9547515
567	3.098634	6.274452
568	-2.333022	0.1758641
569	2.1845837	2.2536852
570	3.3058972	4.8479767
571	-3.9772894	7.0116014
572	-3.7500348	0.5694616
573	-1.395971	2.6570132
574	-1.933864	2.1971579
575	2.9915028	4.2064686
576	-1.91738	1.140924
577	1.951578	3.4568708
578	-3.9166543	1.5806879
579	-2.720922	2.3159654
580	0.71287775	4.26466
581	-4.9317307	-1.5150797
582	1.0513746	4.8076553
583	-8.833876	-2.0015094
584	-0.5749479	1.459888
585	-0.8641611	1.7989337
586	3.638883	4.5842433
587	1.1651767	4.004305
588	2.2641335	4.583622
589	-1.1806931	6.644811
590	-9.381027	-2.5627265
591	-1.1328286	4.019031
592	0.20969908	3.5513003
593	-2.567761	1.1472988
594	1.816403	6.5095444
595	-1.6101387	3.769255
596	1.5492154	5.0167723
597	-5.6210732	2.01351
598	-1.7122009	1.507407
599	-1.6819831	1.9043839
600	-7.7160187	-1.3725024
601	0.26923174	2.3366308
602	-5.3001227	-2.7679007
603	1.0441681	2.7302277
604	-2.0706453	3.9634578
605	0.011773154	3.7200289
606	-0.19891734	2.576937
607	-2.4892664	1.1193532
608	-1.5322458	1.2223241
609	1.0263873	2.2187667
610	0.42556423	1.4658328
611	-0.7943691	4.513839
612	-1.4819347	0.0015080273
613	1.9809083	4.5425444
614	-1.7112728	4.340674
615	-4.7063036	1.522201
616	-3.6302176	0.957276
617	0.9842559	1.9440225
618	-6.518106	-1.4132802
619	-3.09316	0.6965592
620	-3.6430235	1.9165597
621	-5.5989957	4.185308
622	-0.54908794	3.2553482
623	-7.9595304	-1.9376347
624	4.211864	5.0342207
625	-6.2064614	-0.9768617
626	-2.396013	2.5093129
627	-7.866836	2.075499
628	1.4405757	6.273663
629	-0.023532793	8.359283
630	0.6526817	1.9174685
631	-2.1268103	3.5917773
632	3.252668	5.1862955
633	-2.807004	0.65519994
634	2.340653	4.3109336
635	-5.7127013	0.012489587
636	-1.5106775	3.3455722
