	log_likelihood
1649	29.388794
1650	29.238058
1651	29.800613
1652	29.114838
1653	29.445858
1654	28.856253
1655	28.53037
1656	29.222515
1657	29.852224
1658	30.406162
1659	29.829151
1660	30.180862
1661	30.23577
1662	30.041677
1663	28.803364
1664	30.052002
1665	29.450504
1666	29.865667
1667	29.114603
1668	29.196945
1669	29.17389
1670	30.557735
1671	29.059528
1672	28.764227
1673	30.095968
1674	29.422628
1675	29.726086
1676	29.906
1677	29.343435
1678	29.50945
1679	29.985998
1680	30.106659
1681	31.582666
1682	28.490564
1683	29.389843
1684	28.784052
1685	29.556387
1686	29.994793
1687	30.210133
1688	30.92373
1689	29.568714
1690	30.179169
1691	29.02126
1692	29.950373
1693	29.908527
1694	29.087132
1695	30.406158
1696	30.950684
1697	29.384329
1698	30.286978
1699	30.31275
1700	30.343746
1701	29.19982
1702	29.667353
1703	29.099585
1704	29.1218
1705	29.513172
1706	30.0304
1707	29.854572
1708	30.074001
1709	28.933813
1710	28.689245
1711	29.17313
1712	29.732122
1713	29.18637
1714	29.515629
1715	30.546015
1716	28.84016
1717	29.129858
1718	29.588589
1719	29.242594
1720	28.194408
1721	29.277292
1722	28.465847
1723	29.809351
1724	30.11958
1725	28.589542
1726	28.386679
1727	29.362925
1728	30.193182
1729	29.854351
1730	29.050129
1731	30.366978
1732	28.79896
1733	30.080128
1734	29.814713
1735	29.46228
1736	29.286108
1737	29.739752
1738	29.599957
1739	28.90604
1740	30.061268
1741	27.364649
1742	29.463211
1743	30.132236
1744	28.320953
1745	27.745014
1746	29.749043
1747	30.306477
1748	29.240635
1749	28.602982
1750	30.02746
1751	28.699656
1752	29.292057
1753	29.13963
1754	29.601828
1755	28.913294
1756	29.368145
1757	27.416967
1758	30.560013
1759	29.092285
1760	30.348984
1761	28.939457
1762	30.467854
1763	29.808422
1764	29.992344
1765	30.450657
1766	30.672714
1767	30.184473
1768	29.451336
1769	29.817623
1770	29.923798
1771	29.367153
1772	29.092615
1773	29.816166
1774	30.794292
1775	29.763193
1776	30.025003
1777	29.973179
1778	30.63023
1779	29.776245
1780	29.290522
1781	29.337006
1782	29.800238
1783	30.219091
1784	29.404974
1785	27.167835
1786	28.987782
1787	30.391895
1788	29.845203
1789	30.406427
1790	30.82777
1791	27.971273
1792	29.262722
1793	30.03382
1794	30.0817
1795	28.691967
1796	29.109135
1797	29.067968
1798	30.437414
1799	30.137762
1800	25.82706
1801	28.950272
1802	28.393305
1803	25.654444
1804	25.623554
1805	28.289469
1806	28.733332
1807	26.513428
1808	24.89911
1809	26.041636
1810	29.377192
1811	24.8843
1812	25.68337
1813	25.553577
1814	26.658138
1815	26.821829
1816	25.721615
1817	26.12035
1818	25.688374
1819	26.195465
1820	25.544811
1821	25.282803
1822	26.505926
1823	27.901373
1824	24.44596
1825	26.928879
1826	26.6456
1827	27.135138
1828	27.976938
1829	26.035639
1830	29.315945
1831	25.855106
1832	24.804684
1833	26.422583
1834	27.599945
1835	25.996502
1836	27.431849
1837	26.256535
1838	27.91012
1839	25.323586
1840	25.878088
1841	27.20351
1842	26.253773
1843	27.936451
1844	26.529102
1845	29.271185
1846	27.303436
1847	25.598482
1848	27.816778
1849	27.737911
1850	27.972559
1851	27.368921
1852	29.76034
1853	26.781647
1854	25.875523
1855	25.489368
1856	26.76463
1857	27.241253
1858	26.242691
1859	25.837545
1860	26.922207
1861	26.687832
1862	23.603495
1863	25.606323
1864	26.406229
1865	26.359446
1866	27.386364
1867	26.087473
1868	26.424244
